sal_code,sal_name,total_population,completed_year12,total_labour_force,total_unemployed,median_weekly_household_income,served_in_adf,total_volunteers
13973,Tullarwalla,0,0,0,0,2750,0,0
13974,Tullera,271,107,141,0,1468,6,47
13975,Tullibigeal,263,73,126,9,1262,7,73
13976,Tullimbar,1840,731,995,30,2217,45,152
13977,Tulloona,59,13,28,0,1499,5,4
13978,Tullymorgan,106,21,50,0,1416,0,11
13979,Tumbarumba,1915,504,846,21,1252,54,360
13980,Tumbi Umbi,5369,1977,2447,100,1657,122,555
13981,Tumblong,225,50,106,0,1524,6,37
13982,Tumbulgum,454,165,241,5,1985,5,61
13983,Tumorrama,20,3,11,0,2250,0,13
13984,Tumut,6613,1899,2989,155,1242,155,888
13985,Tumut Plains,70,16,33,0,2416,0,14
13986,Tuncester,51,10,30,0,1374,0,9
13987,Tuncurry,6376,1515,2060,146,854,277,713
13988,Tunglebung,42,13,23,0,1374,0,7
13989,Tuntable Creek,215,89,93,7,1125,4,62
13990,Tuppal,19,12,9,0,1375,0,8
13991,Tura Beach,3405,1407,1335,42,1280,159,644
13992,Turill,100,16,36,0,1312,3,13
13993,Turlinjah,144,55,75,0,1416,5,26
13994,Turners Flat,169,48,83,0,1781,0,19
13995,Turondale,103,32,42,3,1437,6,14
13996,Tuross,23,10,6,3,900,0,0
13997,Tuross Head,2353,874,816,30,1043,114,401
13998,Turramurra,12850,8411,6486,269,3046,191,2210
13999,Turrawan,83,31,47,0,1624,7,12
14000,Turrella,2673,1492,1304,78,2137,14,154
14001,Turvey Park,3572,1610,1980,82,1785,89,557
14002,Tweed Heads,9176,3673,3782,214,1138,345,1028
14003,Tweed Heads South,7941,2558,3083,194,976,317,747
14004,Tweed Heads West,6176,2029,2571,152,1029,179,565
14005,Twelve Mile,25,10,13,0,1625,0,6
14006,Twelve Mile Creek,159,25,51,9,933,5,16
14007,Twelve Mile Peg,0,0,0,0,0,0,0
14008,Twenty Forests,0,0,0,0,0,0,0
14009,Twin Rivers,38,15,19,0,2125,0,3
14010,Two Mile Flat,59,14,30,0,1625,3,13
14011,Tyagarah,194,122,95,0,2374,0,39
14012,Tyalgum,521,188,239,18,1237,8,82
14013,Tyalgum Creek,129,55,52,6,1174,6,20
14014,Tygalgah,116,34,66,4,2299,0,20
14015,Tyndale,190,55,86,4,1113,5,32
14016,Tyringham,109,38,50,0,833,0,24
14017,Uarbry,38,10,11,0,850,0,8
14018,Uki,685,239,286,17,1283,16,110
14019,Ulamambri,189,58,85,4,1062,9,39
14020,Ulan,81,15,25,0,1624,3,9
14021,Ulladulla,7262,2186,2794,139,1007,222,863
14022,Ulmarra,749,188,315,25,984,24,78
14023,Ulong,215,61,77,5,974,0,37
14024,Ultimo,7410,5638,4387,434,1805,71,766
14025,Umina Beach,17372,6193,7587,398,1421,398,1649
14026,Unanderra,5476,1723,2111,134,1211,81,440
14027,Underbank,16,3,14,0,1999,0,4
14028,Undercliffe,27,7,6,0,833,4,9
14029,Ungarie,396,95,174,18,958,4,107
14030,Unumgar,20,4,7,0,949,0,3
14031,Upper Allyn,17,9,11,0,2583,0,0
14032,Upper Bingara,21,5,12,0,474,0,3
14033,Upper Burringbar,289,121,132,15,1042,9,38
14034,Upper Bylong,5,0,0,0,1125,0,0
14035,Upper Colo,48,29,26,0,1624,0,17
14036,Upper Coopers Creek,78,37,36,0,1125,0,9
14037,Upper Copmanhurst,99,26,49,0,1093,0,15
14038,Upper Corindi,158,40,74,8,1267,4,23
14039,Upper Crystal Creek,212,72,83,5,1468,3,27
14040,Upper Dartbrook,152,48,84,0,1843,5,28
14041,Upper Duck Creek,0,0,0,0,2250,0,0
14042,Upper Duroby,118,59,54,3,1375,4,23
14043,Upper Eden Creek,45,11,20,0,1312,3,12
14044,Upper Fine Flower,46,13,16,4,489,0,9
14045,Upper Growee,8,0,0,0,1124,0,0
14046,Upper Horseshoe Creek,118,48,45,3,1062,3,25
14047,Upper Horton,138,44,65,0,1221,5,37
14048,Upper Kangaroo River,151,97,82,3,1781,10,44
14049,Upper Kangaroo Valley,3,0,0,0,450,0,0
14050,Upper Karuah River,3,3,0,0,824,0,0
14051,Upper Lansdowne,533,156,203,13,1143,11,85
14052,Upper Macdonald,42,25,26,0,1812,0,19
14053,Upper Main Arm,283,122,118,6,850,9,54
14054,Upper Mangrove,0,0,0,0,2500,0,0
14055,Upper Manilla,105,30,52,0,1666,0,8
14056,Upper Mongogarie,24,3,12,0,900,0,0
14057,Upper Myall,38,9,22,0,1624,0,9
14058,Upper Nile,12,10,3,0,1375,0,0
14059,Upper Orara,863,312,402,19,1739,18,126
14060,Upper Pappinbarra,48,15,18,5,966,0,6
14061,Upper Rollands Plains,150,37,62,0,1343,6,16
14062,Upper Rouchel,73,22,44,0,2187,0,13
14063,Upper Taylors Arm,126,40,58,0,974,0,21
14064,Upper Tooloom,57,13,30,0,787,0,19
14065,Upper Turon,13,0,7,0,575,0,0
14066,Upper Wilsons Creek,79,36,30,0,1562,0,10
14067,Upsalls Creek,116,36,56,0,1375,7,17
14068,Uralba,266,116,133,0,1812,3,52
14069,Uralla (NSW),2728,914,1208,70,1150,87,484
14070,Urana,329,88,144,13,933,13,85
14071,Urangeline,31,14,22,0,1437,0,19
14072,Urangeline East,37,4,19,0,1499,0,10
14073,Uranquinty,910,260,460,5,1580,30,136
14074,Urawilkie,5,0,3,0,1249,0,3
14075,Urbenville,331,76,109,13,833,11,49
14076,Uriarra,31,15,16,0,2750,3,5
14077,Urila,110,52,56,0,2250,0,24
14078,Urliup,193,67,91,6,1474,8,45
14079,Urunga,3185,1040,1230,70,1071,106,483
14080,Utungun,194,54,89,7,1174,3,39
14081,Vacy,719,230,376,13,1803,24,108
14082,Vale Of Clwydd,465,139,214,21,995,9,55
14083,Valentine,5773,2530,2916,98,2159,161,764
14084,Valery,53,12,28,0,1562,0,6
14085,Valla,1052,387,536,27,1617,31,157
14086,Valla Beach,1455,577,579,21,1084,52,246
14087,Valley Heights,1188,565,610,17,2144,30,173
14088,Varroville,134,49,51,7,2549,0,19
14089,Vaucluse,9510,6113,4583,178,3418,108,1507
14090,Verges Creek,298,72,132,3,1525,13,40
14091,Verona,286,106,128,3,1156,14,67
14092,Villawood,7051,2389,1763,241,951,43,303
14093,Vincentia,3870,1715,1707,55,1550,330,631
14094,Vineyard,1143,353,483,18,1214,19,76
14095,Violet Hill,0,0,0,0,0,0,0
14096,Vittoria (NSW),59,28,29,0,1343,0,11
14097,Voyager Point,1678,960,967,37,3205,101,203
14098,Wadalba,4204,1443,2023,86,1942,57,278
14099,Wadbilliga,0,0,0,0,0,0,0
14100,Wadeville,177,81,51,14,564,0,34
14101,Wagga Wagga,7198,3333,3844,193,1355,253,1059
14102,Wagstaffe,240,149,101,0,1892,6,52
14103,Wahroonga,17853,11183,8593,332,2998,307,2827
14104,Waitara,7837,4995,4021,210,2106,62,630
14105,Waitui,89,43,36,0,1274,0,16
14106,Wakefield,144,53,74,0,2281,3,20
14107,Wakeley,4893,2190,1726,133,1553,21,202
14108,Wakool,262,58,105,5,888,8,44
14109,Walang,109,39,51,0,2399,0,14
14110,Walbundrie,156,48,86,4,1375,0,39
14111,Walcha,2475,797,1146,33,1220,51,532
14112,Walcha Road,72,12,31,0,1291,0,10
14113,Waldegrave,33,14,23,0,2749,0,0
14114,Walgett,1824,429,612,23,1554,20,167
14115,Walla Walla,811,196,367,22,1166,21,189
14116,Wallabadah,382,100,176,8,1062,8,65
14117,Wallabi Point,938,330,409,6,1763,16,139
14118,Wallacetown,5,0,0,0,0,0,0
14119,Wallacia,1711,508,861,28,2004,29,147
14120,Wallaga Lake,587,251,203,7,915,33,164
14121,Wallagoot,597,237,294,0,1583,20,116
14122,Wallalong,1049,358,592,11,2547,27,118
14123,Wallamore,84,24,53,0,1875,3,10
14124,Wallanbah,70,20,32,0,1083,4,6
14125,Wallangra,93,31,30,0,1125,0,17
14126,Wallanthery,50,23,36,0,1562,0,12
14127,Wallarah,344,95,148,9,1887,9,21
14128,Wallaringa,14,4,9,0,1458,0,0
14129,Wallarobba,174,66,93,7,1781,8,31
14130,Wallaroo (NSW),576,316,337,11,3107,22,128
14131,Wallendbeen,299,108,140,4,1416,8,69
14132,Wallerawang,2019,486,908,44,1424,29,202
14133,Walleroobie,53,15,26,0,1399,0,20
14134,Wallingat,4,0,0,0,0,0,0
14135,Wallis Lake,6,0,0,0,900,0,0
14136,Wallsend,13244,4986,6406,383,1401,351,1157
14137,Walmer (NSW),52,18,27,0,2049,0,13
14138,Wamban,120,47,62,0,1291,3,25
14139,Wambangalang,68,21,35,0,1437,5,9
14140,Wamberal,6991,3321,3608,96,2407,104,872
14141,Wamboin,1805,1055,1042,35,3461,140,399
14142,Wambool,38,16,24,0,2812,4,4
14143,Wambrook,48,22,19,0,1583,0,3
14144,Wanaaring,81,21,40,0,1375,0,16
14145,Wandandian,359,100,178,3,1718,22,60
14146,Wandella (NSW),141,41,67,0,1104,11,27
14147,Wandera,15,3,0,0,900,0,4
14148,Wandook,36,15,24,0,1312,0,9
14149,Wandsworth,107,42,58,0,1625,6,20
14150,Wang Wauk,98,32,43,3,1208,8,25
14151,Wanganella,61,25,27,0,1333,0,10
14152,Wanganui,51,24,21,0,1125,0,9
14153,Wangi Wangi,2920,1033,1197,62,1339,105,375
14154,Wantabadgery,183,62,98,0,1468,5,37
14155,Wantagong,76,31,46,0,2416,0,23
14156,Wantiool,49,19,23,0,1375,0,6
14157,Wapengo,93,48,35,0,1406,0,12
14158,Warabrook,1982,845,932,42,1634,71,205
14159,Waratah (NSW),4927,2170,2448,120,1511,156,505
14160,Waratah West,3142,1500,1712,103,1518,96,315
14161,Warburn,62,18,38,0,1874,0,9
14162,Wardell,830,233,361,11,1254,21,78
14163,Wardrop Valley,80,30,44,0,1312,6,8
14164,Wards Mistake,27,6,18,0,1316,0,3
14165,Wards River,178,40,66,10,783,11,29
14166,Wareemba,1519,798,734,19,2294,16,167
14167,Warialda,1480,366,578,29,964,31,274
14168,Warialda Rail,182,33,63,3,949,0,20
14169,Warilla,6226,1472,2236,163,987,122,425
14170,Warkworth,42,5,26,0,2249,0,5
14171,Warners Bay,8237,3160,4001,149,1494,238,963
14172,Warnervale,701,238,355,28,1929,12,57
14173,Warrabah,5,0,4,0,1824,0,0
14174,Warraderry,89,38,53,0,1350,3,16
14175,Warragai Creek,84,15,33,0,1437,5,7
14176,Warragamba,1202,310,605,20,1548,30,100
14177,Warragoon,98,32,60,4,1424,0,17
14178,Warrah,46,15,30,0,2374,0,7
14179,Warrah Creek,78,15,44,0,1906,0,20
14180,Warrah Ridge,84,38,49,0,2062,0,23
14181,Warral,445,142,246,6,2152,9,63
14182,Warranulla,46,19,19,0,1375,0,11
14183,Warrawee,3170,2115,1600,51,3388,61,560
14184,Warrawidgee,110,17,34,0,1562,0,10
14185,Warrawong,4659,1271,1464,138,908,57,220
14186,Warrazambil Creek,19,7,6,0,949,0,0
14187,Warregah Island,30,7,9,0,1458,0,0
14188,Warrell Creek,265,64,116,10,1258,9,47
14189,Warren,1272,375,552,28,1267,23,185
14190,Warri,144,67,74,0,3150,14,31
14191,Warriewood,8379,4167,4253,115,2598,124,942
14192,Warrimoo,2452,1208,1338,45,2382,67,380
14193,Warroo (NSW),123,43,69,0,1875,0,24
14194,Warrumbungle,0,0,0,0,1375,0,0
14195,Warwick Farm,6135,2842,2339,246,1132,28,268
14196,Washpool (Clarence Valley - NSW),0,0,0,0,0,0,0
14197,Washpool (Mid-Coast - NSW),38,14,20,0,1874,0,11
14198,Watagan,37,17,9,0,675,0,12
14199,Watanobbi,3980,1283,1681,113,1315,74,289
14200,Waterfall,522,195,269,6,2232,11,65
14201,Waterloo (NSW),16379,11313,9704,603,2028,276,1434
14202,Watersleigh,40,22,20,0,1624,0,13
14203,Waterview,90,23,39,3,767,8,8
14204,Waterview Heights,1364,385,606,29,1485,55,178
14205,Watsons Bay,883,554,443,12,2924,133,150
14206,Watsons Creek (NSW),94,35,41,3,743,9,16
14207,Wattamolla,71,52,28,0,2750,0,35
14208,Wattamondara,214,53,95,0,1402,9,37
14209,Wattle Flat (NSW),270,58,114,5,1071,11,36
14210,Wattle Grove (NSW),8886,4505,4771,177,2459,457,825
14211,Wattle Ponds,1193,395,658,13,2775,27,159
14212,Wattle Ridge (NSW),0,0,0,0,900,0,0
14213,Watton,63,27,38,0,2583,0,9
14214,Wauchope,6589,1715,2631,164,1114,198,769
14215,Waugorah,9,0,3,0,2124,0,0
14216,Waukivory,108,38,49,0,1089,7,24
14217,Waverley (NSW),4216,2519,2221,49,2873,49,494
14218,Waverly,77,29,49,0,1625,0,14
14219,Waverton,2981,2230,1797,63,2890,52,512
14220,Way Way,265,99,123,9,1375,3,47
14221,Wayo,125,57,63,0,1968,4,19
14222,Weabonga,43,18,21,0,725,0,6
14223,Wean,34,9,17,0,1062,0,4
14224,Webbers Creek,28,7,8,0,1375,4,0
14225,Webbs Creek,55,20,19,0,1187,3,5
14226,Wedderburn (NSW),665,240,304,11,2062,16,70
14227,Wee Jasper,127,51,53,3,825,4,41
14228,Wee Waa,2034,511,870,37,1286,28,239
14229,Weedallion,29,3,16,0,1125,0,0
14230,Weemelah,86,29,35,0,1156,0,12
14231,Weetaliba,67,18,28,0,612,0,5
14232,Weethalle,268,57,105,0,956,0,49
14233,Weilmoringle,72,19,34,0,1624,0,13
14234,Weismantels,26,5,8,0,900,0,0
14235,Welaregang,32,11,18,0,2062,4,4
14236,Welby,764,235,366,17,1357,23,90
14237,Wellingrove,95,27,54,0,974,0,20
14238,Wellington (NSW),4096,949,1420,120,975,95,381
14239,Wellington Vale,27,10,22,0,1125,0,10
14240,Wells Crossing,212,50,78,11,1016,6,16
14241,Wendoree Park,131,56,77,0,2349,3,31
14242,Wentworth (NSW),1577,354,558,34,952,47,233
14243,Wentworth Falls,6428,3211,2704,113,1528,181,1027
14244,Wentworth Point,12703,9183,7919,450,2035,93,844
14245,Wentworthville,15098,8890,7656,493,2219,72,1100
14246,Werai,98,61,59,0,1937,3,15
14247,Wereboldera,9,3,3,0,1625,0,0
14248,Wermatong,51,12,21,0,1749,0,10
14249,Werombi,941,299,465,6,2511,11,71
14250,Werri Beach,510,246,248,3,1941,15,102
14251,Werrikimbe,0,0,0,0,0,0,0
14252,Werrington,5328,2231,2505,177,1605,54,308
14253,Werrington County,3698,1224,1853,55,2042,75,228
14254,Werrington Downs,3221,1084,1684,60,2139,71,196
14255,Werris Creek,1478,287,540,52,941,47,210
14256,West Albury,3872,1498,1727,99,1363,127,574
14257,West Ballina,3230,960,1209,59,1015,139,427
14258,West Bathurst,3634,1308,1708,107,1299,107,394
14259,West Bungawalbin,54,10,8,3,1187,0,6
14260,West Coraki,98,27,51,0,1343,0,13
14261,West Gosford,1602,641,713,44,1169,47,132
14262,West Haven,1139,341,317,16,940,68,174
14263,West Hoxton,10152,4870,4788,244,2468,55,553
14264,West Kempsey,5073,1114,1619,185,925,144,433
14265,West Nowra,1504,440,739,35,1493,104,139
14266,West Pennant Hills,16620,10436,8542,323,3078,217,2481
14267,West Pymble,5441,3344,2812,121,3503,103,962
14268,West Ryde,13171,8267,6936,391,1983,118,1350
14269,West Tamworth,5471,1287,2116,215,1053,99,416
14270,West Wallsend,2981,867,1493,51,1627,76,253
14271,West Wiangaree,131,27,53,0,1562,6,22
14272,West Wollongong,5223,2581,2616,152,1672,69,640
14273,West Wyalong,3037,844,1447,37,1427,57,538
14274,Westbrook (NSW),151,39,86,6,2594,0,24
14275,Westdale (Snowy Valleys - NSW),0,0,0,0,0,0,0
14276,Westdale (Tamworth Regional - NSW),2963,808,1508,76,1704,44,199
14277,Westleigh,4501,2745,2371,75,3021,85,738
14278,Westmead,16555,10109,8536,681,2144,71,1224
14279,Weston (NSW),4088,873,1773,135,1343,116,276
14280,Westwood (NSW),7,5,8,0,3250,0,0
14281,Wetherill Park,6412,2697,2347,171,1556,28,334
14282,Wetuppa,6,0,7,0,1187,0,3
14283,Whalan,5929,1662,1791,173,1160,82,283
14284,Whale Beach,315,226,121,0,3285,8,63
14285,Wheeler Heights,3232,1602,1776,36,2914,40,389
14286,Wheeny Creek,74,20,33,0,1874,0,14
14287,Wheeo,68,18,41,0,2250,0,14
14288,Wherrol Flat,329,107,151,0,1162,7,51
14289,Whian Whian,179,73,69,3,1437,0,28
14290,Whiporie,114,23,23,0,1187,3,8
14291,White Cliffs,156,53,73,0,617,11,45
14292,White Rock (NSW),807,305,401,13,2562,6,143
14293,Whitebridge,2900,1189,1505,50,2062,79,378
14294,Whiteman Creek,158,32,56,0,1625,3,16
14295,Whitlow,51,14,27,0,1124,0,7
14296,Whittingham,421,110,213,4,1958,13,51
14297,Whitton,523,100,205,14,1243,8,33
14298,Whoota,73,41,29,0,1812,0,16
14299,Wiagdon,35,10,18,0,1624,0,9
14300,Wiangaree,161,46,60,0,966,7,24
14301,Wiarborough,18,5,6,0,1375,0,4
14302,Wickham (NSW),1637,1036,1129,36,1902,108,218
14303,Widden,87,44,65,0,1937,0,3
14304,Widgelli,91,30,44,0,1199,4,19
14305,Wilberforce (NSW),2957,924,1599,49,2259,71,295
14306,Wilbetree,35,12,18,0,2249,0,9
14307,Wilcannia,735,111,196,9,1211,5,50
14308,Wild Cattle Creek,0,0,0,0,0,0,0
14309,Wildes Meadow,249,145,141,14,2100,13,54
14310,Wiley Park,10016,4868,3445,381,1246,21,464
14311,Willala,55,22,32,0,1375,0,20
14312,Willawarrin,183,38,68,4,845,9,30
14313,Willbriggie,127,33,74,0,2166,0,7
14314,Willi Willi,28,4,13,0,1833,0,0
14315,Williamsdale,65,37,36,0,3624,7,7
14316,Williamtown,762,220,314,11,889,73,63
14317,Willigobung,63,14,33,3,1374,0,12
14318,Willina,73,21,30,0,1312,3,3
14319,Willmot,2382,608,721,98,1036,34,105
14320,Willoughby (NSW),7124,4260,3674,126,2995,98,974
14321,Willoughby East,1864,1089,932,40,4536,19,302
14322,Willow Tree,327,69,142,3,961,6,44
14323,Willow Vale (Kiama - NSW),73,34,40,0,1833,4,12
14324,Willow Vale (Wingecarribee - NSW),826,338,438,14,1974,28,97
14325,Willsons Downfall,31,16,13,0,1187,0,12
14326,Willurah,0,0,0,0,0,0,0
14327,Wilpinjong,0,0,0,0,0,0,0
14328,Wilsons Creek,466,220,202,22,1347,3,91
14329,Wilton (NSW),3767,1376,1936,37,2840,66,286
14330,Wimbledon,88,35,55,0,2399,0,13
14331,Wimborne,16,6,11,0,1625,3,5
14332,Winburndale,0,0,0,0,0,0,0
14333,Windale,3421,513,921,126,775,51,179
14334,Windang,2610,664,936,46,916,76,225
14335,Windella,845,325,466,11,2886,28,96
14336,Windellama,417,127,173,16,1483,22,62
14337,Windera (NSW),292,159,174,0,3222,4,44
14338,Windermere (NSW),64,21,23,0,2249,0,10
14339,Windermere Park,722,214,372,27,1446,26,75
14340,Windeyer (NSW),187,54,77,5,837,4,34
14341,Windowie,28,6,14,0,2250,0,5
14342,Windradyne,3309,1242,1637,60,1567,85,364
14343,Windsor (NSW),1915,700,899,38,1679,45,213
14344,Windsor Downs,1183,493,663,16,2629,29,148
14345,Windy,0,0,0,0,725,0,0
14346,Winegrove,28,7,10,0,850,4,3
14347,Wingadee,28,9,11,0,2125,0,4
14348,Wingello,647,220,318,13,1542,16,86
14349,Wingen,277,79,142,0,1571,6,30
14350,Wingham,5395,1361,2136,149,1105,150,630
14351,Winifred,44,8,17,0,1249,0,6
14352,Winmalee,6388,2914,3315,104,2147,189,859
14353,Winston Hills,12123,6206,5776,198,2309,185,1352
14354,Winton (NSW),209,76,128,0,1768,0,43
14355,Wirlinga,395,173,219,5,2284,15,46
14356,Wirraba,0,0,0,0,0,0,0
14357,Wirragulla,25,9,17,0,1624,0,3
14358,Wirrimah,62,16,27,0,1125,3,7
14359,Wirrimbi,160,48,88,9,2150,8,31
14360,Wirrinya,92,32,51,0,1625,0,18
14361,Wisemans Creek,109,34,43,0,1104,3,12
14362,Wisemans Ferry,233,80,111,0,1361,11,33
14363,Wittitrin,56,14,21,0,1437,0,11
14364,Wog Wog (Bega Valley - NSW),0,0,0,0,0,0,0
14365,Wog Wog (Queanbeyan-Palerang Regional - NSW),15,4,11,0,1125,0,0
14366,Woko,9,0,0,0,2749,0,0
14367,Wolgan Valley,71,55,51,0,4999,0,8
14368,Wollangambe,0,0,0,0,0,0,0
14369,Wollar,52,12,17,0,1875,0,6
14370,Wollemi,0,0,0,0,0,0,0
14371,Wolli Creek,10654,7986,6834,436,2163,103,676
14372,Wollogorang,49,21,27,3,2312,3,3
14373,Wollombi,301,145,124,4,1674,0,83
14374,Wollomombi,119,50,66,3,1093,5,19
14375,Wollongbar,3261,1259,1660,47,1639,86,475
14376,Wollongong,20446,12012,11202,623,1549,381,2494
14377,Wollstonecraft,8115,6115,5193,159,2639,141,1269
14378,Wollumboola,28,9,11,0,1875,0,0
14379,Wollun,44,18,30,0,1375,0,8
14380,Wolumla,767,237,383,8,1396,37,115
14381,Wombarra,944,534,508,26,2860,20,176
14382,Wombat,280,74,123,6,1261,5,35
14383,Wombat Creek (NSW),0,0,0,0,575,0,0
14384,Wombeyan Caves,53,27,19,3,900,4,15
14385,Womboota,90,32,53,0,1156,0,25
14386,Womerah,0,0,0,0,0,0,0
14387,Wonboyn,130,41,44,0,1027,3,36
14388,Wonboyn North,0,0,0,0,0,0,0
14389,Wondabyne,3,0,0,0,1375,0,0
14390,Wondalga,85,35,50,4,1718,0,16
14391,Wongarbon,814,214,397,20,1892,14,80
14392,Wongawilli,1213,499,673,21,2841,24,73
14393,Wongo Creek,47,18,30,0,1624,6,7
14394,Wongwibinda,62,26,40,0,1449,0,7
14395,Woodberry,3024,658,1254,121,1187,78,207
14396,Woodbine (NSW),2780,1105,1169,78,1714,47,187
14397,Woodburn (Richmond Valley - NSW),743,163,314,14,1386,15,69
14398,Woodburn (Shoalhaven - NSW),74,32,31,0,1687,0,15
14399,Woodcroft (NSW),6597,4137,3533,196,2461,29,495
14400,Woodenbong,390,109,152,6,929,19,84
14401,Woodford (NSW),1953,1005,1020,42,1913,54,302
14402,Woodford Island,306,99,170,7,1483,4,41
14403,Woodhill (NSW),94,54,36,0,1875,3,26
14404,Woodhouselee,23,7,12,0,1374,0,9
14405,Woodlands (Eurobodalla - NSW),59,23,28,0,1375,0,6
14406,Woodlands (Wingecarribee - NSW),294,143,173,3,2360,4,62
14407,Woodlawn,45,18,24,0,1375,0,3
14408,Woodpark,1706,693,620,45,1945,9,78
14409,Woodrising,1176,383,584,37,1634,35,87
14410,Woodside (NSW),59,31,18,3,774,7,7
14411,Woodsreef,59,18,23,0,1083,0,14
14412,Woodstock (Cowra - NSW),792,193,284,14,978,34,114
14413,Woodstock (Inverell - NSW),16,10,15,0,1187,0,6
14414,Woodstock (Shoalhaven - NSW),248,90,121,0,1812,4,44
14415,Woodview,142,45,78,0,1437,6,18
14416,Woodville (NSW),440,157,244,3,2107,7,68
14417,Woody Head,7,0,4,0,1249,0,0
14418,Woolbrook,183,47,80,0,1274,7,35
14419,Woolgarlo,42,11,21,0,1062,0,8
14420,Woolgoolga,6151,2288,2689,165,1190,178,762
14421,Wooli,503,142,176,7,778,20,70
14422,Woollahra,7189,4936,3851,117,3013,113,1130
14423,Woollamia,653,242,307,22,1625,28,82
14424,Woolloomooloo,3792,2517,2194,125,2001,155,481
14425,Woolners Arm,23,0,12,3,949,0,0
14426,Woolomin,260,64,108,4,1160,11,24
14427,Woolooma,35,12,21,0,1687,4,3
14428,Woolooware,5060,2693,2915,76,2228,97,549
14429,Wooloweyah,419,188,231,11,1674,3,88
14430,Woolwich,833,544,371,0,2931,14,150
14431,Woomargama,173,62,91,0,1583,4,24
14432,Woombah,965,271,320,18,953,33,124
14433,Woongarrah,5962,2016,2932,132,2255,95,485
14434,Woonona,12374,5141,5830,211,1816,273,1508
14435,Wootton,228,63,83,8,1125,6,45
14436,Wooyung,139,56,66,10,1093,9,17
14437,Worlds End (NSW),3,0,0,0,900,0,0
14438,Woronora,2043,1004,1130,21,2614,46,295
14439,Woronora Dam,0,0,0,0,0,0,0
14440,Woronora Heights,2781,1382,1657,36,3250,48,330
14441,Worrigee,5384,1692,2526,123,1586,396,525
14442,Worrowing Heights,713,179,57,3,767,63,90
14443,Woy Woy,11072,3814,4391,280,1151,305,973
14444,Woy Woy Bay,423,216,218,4,2416,15,62
14445,Wrathall,17,4,5,0,1437,0,7
14446,Wrights Beach,137,49,70,7,1680,4,15
14447,Wrights Creek (NSW),15,0,4,0,2250,0,0
14448,Wuuluman,859,41,57,0,2041,6,19
14449,Wyalong,620,166,320,12,1404,6,101
14450,Wyan,34,7,17,0,762,0,3
14451,Wyanbene,41,11,13,0,612,0,9
14452,Wyangala,216,60,76,6,1034,4,42
14453,Wyangle,54,16,31,0,2187,0,7
14454,Wybong,100,21,40,0,2062,0,9
14455,Wybung,0,0,0,0,0,0,0
14456,Wyee,2909,776,1257,48,1384,88,289
14457,Wyee Point,1171,330,596,28,1692,31,104
14458,Wylie Creek,13,4,5,0,850,0,0
14459,Wylies Flat,50,12,28,0,1875,0,7
14460,Wymah,30,8,20,0,1666,0,10
14461,Wyndham (NSW),418,155,173,10,941,8,66
14462,Wyneden,42,12,22,0,1062,5,8
14463,Wyoming,10111,3948,4454,245,1408,253,985
14464,Wyong,4530,1491,1812,144,1096,103,390
14465,Wyong Creek,476,217,259,4,2360,15,64
14466,Wyongah,2020,636,1031,71,1622,55,186
14467,Wyrallah,493,189,248,10,1976,16,93
14468,Yabbra,8,9,7,0,900,0,3
14469,Yadboro,8,3,3,0,1875,0,0
14470,Yagon,0,0,0,0,0,0,0
14471,Yagoona,19651,8651,6758,564,1438,98,968
14472,Yalbraith,18,3,6,0,1074,0,8
14473,Yallah,122,35,63,4,2437,0,11
14474,Yallaroi,66,36,45,0,2416,0,21
14475,Yalwal,0,0,0,0,0,0,0
14476,Yamba (NSW),6405,2233,2332,91,1106,280,969
14477,Yambulla,0,0,0,0,0,0,0
14478,Yanco,744,122,291,19,1256,4,116
14479,Yanderra,702,197,369,19,2059,8,64
14480,Yanga,5,0,5,0,3250,0,0
14481,Yankees Creek,0,0,0,0,0,0,0
14482,Yannergee,29,12,13,0,1875,0,8
14483,Yantabulla,22,10,14,0,899,0,10
14484,Yaouk,20,6,5,0,1249,4,9
14485,Yarara,27,5,18,0,2750,0,9
14486,Yarra,138,59,87,0,2094,3,26
14487,Yarrabandai,33,12,18,0,1124,0,5
