sal_code,sal_name,total_population,completed_year12,total_labour_force,total_unemployed,median_weekly_household_income,served_in_adf,total_volunteers
13443,Rous Mill,204,81,108,3,1562,8,29
13444,Rouse Hill,11349,6196,6562,292,2643,182,1102
13445,Rowan,105,41,58,0,2416,0,16
13446,Rowena,172,58,90,0,1731,4,22
13447,Rowlands Creek,84,32,22,0,833,6,20
13448,Royal National Park,42,18,17,0,1875,0,10
13449,Royalla,1063,522,566,12,3655,46,187
13450,Rozelle,8553,5648,5141,174,3196,122,1090
13451,Ruby Creek,65,16,31,0,1291,4,17
13452,Rufus,41,11,17,0,1187,0,11
13453,Rugby,83,25,34,0,1437,3,12
13454,Rukenvale,15,8,6,0,1625,0,0
13455,Run-o-Waters,605,234,309,6,2229,28,92
13456,Running Stream,120,42,52,0,959,3,31
13457,Runnyford,28,15,13,0,1749,0,13
13458,Ruse,5632,2068,2569,122,1797,115,433
13459,Rushcutters Bay,2335,1760,1544,81,1877,46,348
13460,Rushes Creek,98,25,59,0,1281,4,20
13461,Rushforth,285,82,128,8,1524,8,32
13462,Russell Lea,4920,2658,2572,76,2658,51,536
13463,Russell Vale,1593,514,733,18,1715,31,186
13464,Rutherford,13091,3485,5945,336,1475,347,820
13465,Ruthven,114,36,58,0,2208,4,8
13466,Ryan (NSW),62,10,30,0,1625,0,25
13467,Rydal,163,67,81,5,1325,11,34
13468,Rydalmere,7274,3997,3510,203,1871,78,687
13469,Ryde,31907,19460,17119,837,2024,299,2888
13470,Rye Park,230,84,103,10,1300,5,46
13471,Ryhope,35,14,23,0,1375,0,4
13472,Rylstone,904,277,383,26,1113,32,166
13473,Sackville,230,69,142,0,2178,3,27
13474,Sackville North,388,137,196,6,2833,3,55
13475,Saddleback Mountain,67,29,29,0,1916,0,17
13476,Sadleir,3243,1004,824,107,946,35,115
13477,Safety Beach (NSW),1103,447,519,19,1837,23,174
13478,Salamander Bay,4991,1657,1859,85,1107,247,637
13479,Salisbury (NSW),50,19,29,0,1875,0,9
13480,Salisbury Plains,61,27,42,0,1916,0,29
13481,Sallys Flat,13,7,8,0,1125,0,4
13482,Salt Ash,1103,251,500,31,1461,44,107
13483,Saltwater,4,0,4,0,1875,0,0
13484,San Isidore,349,122,195,4,2178,13,70
13485,San Remo (NSW),4434,1091,1937,134,1375,76,259
13486,Sancrox,602,226,315,12,2050,14,88
13487,Sanctuary Point,7874,2103,3001,198,1068,432,650
13488,Sandbar,0,0,0,0,0,0,0
13489,Sandgate (NSW),276,47,51,0,687,9,10
13490,Sandigo,87,34,45,0,1625,0,21
13491,Sandilands (NSW),20,3,13,0,1374,0,9
13492,Sandon (NSW),9,6,0,0,874,0,0
13493,Sandringham (NSW),1275,663,595,23,2101,16,111
13494,Sandy Beach,2913,1076,1403,91,1567,74,267
13495,Sandy Creek (Cobar - NSW),25,7,14,0,2250,0,0
13496,Sandy Creek (Upper Hunter Shire - NSW),42,17,27,0,2249,0,15
13497,Sandy Crossing,26,7,11,0,1624,0,7
13498,Sandy Flat,97,29,40,0,1333,0,21
13499,Sandy Gully (NSW),15,7,11,0,1437,0,0
13500,Sandy Hill,44,19,20,0,1281,0,10
13501,Sandy Hollow,188,39,81,0,1300,7,16
13502,Sandy Point (NSW),597,292,352,9,2986,19,88
13503,Sanger,5,0,5,0,1249,0,5
13504,Sans Souci,10864,5326,5039,232,1863,177,833
13505,Sapphire,32,12,19,0,1375,0,6
13506,Sapphire Beach,2660,1240,1309,41,2056,68,372
13507,Saratoga,3982,1749,2064,44,1989,94,457
13508,Sassafras (NSW),18,17,13,0,900,0,3
13509,Saumarez,76,35,38,0,1468,5,16
13510,Saumarez Ponds,416,191,228,0,2045,7,103
13511,Savernake,67,33,46,0,1666,0,15
13512,Sawpit Creek,7,3,6,0,1375,0,0
13513,Sawtell,3788,1622,1773,80,1405,105,647
13514,Sawyers Gully,542,121,279,12,1847,9,44
13515,Scarborough (NSW),325,144,158,11,2571,11,43
13516,Scheyville,7,7,6,0,6999,0,0
13517,Schofields,15213,8058,8092,359,2696,106,950
13518,Scone,5824,1877,2909,93,1507,127,654
13519,Scotia,12,3,5,0,575,0,4
13520,Scotland Island,711,412,371,10,2397,9,131
13521,Scotts Creek (NSW),25,7,9,0,725,0,0
13522,Scotts Flat,43,4,27,0,1312,0,0
13523,Scotts Head,986,387,359,15,1212,26,169
13524,Seaforth (NSW),7384,4299,3602,114,4184,109,1149
13525,Seaham,1011,356,559,19,2312,41,140
13526,Seahampton,292,82,146,0,1625,6,29
13527,Seal Rocks,56,29,21,0,1416,0,11
13528,Sebastopol (NSW),56,8,28,0,2250,0,14
13529,Sedgefield,254,69,125,3,2656,4,25
13530,Seelands,376,114,190,8,1468,20,44
13531,Sefton,6300,2761,2204,144,1528,44,335
13532,Segenhoe,219,90,128,0,1478,0,31
13533,Seven Hills (NSW),20095,9740,9341,543,1892,232,1611
13534,Seven Oaks,56,12,32,0,1874,0,4
13535,Sextonville,30,15,17,0,1124,0,4
13536,Shadforth (NSW),104,39,57,0,2374,4,20
13537,Shallow Bay,68,16,19,0,1166,0,4
13538,Shalvey,3455,921,1067,104,1180,36,144
13539,Shanes Park,384,97,189,9,1531,0,19
13540,Shannon Brook,182,54,86,0,1575,0,17
13541,Shannon Vale,143,59,80,0,1458,0,39
13542,Shannondale,76,18,23,0,1375,0,8
13543,Shannons Flat,87,33,36,0,1875,3,18
13544,Shark Creek,30,6,8,0,933,0,3
13545,Sharps Creek,13,6,9,0,2250,0,0
13546,Sheedys Gully,136,45,58,3,1625,0,20
13547,Shell Cove,7591,3040,3919,142,2452,147,689
13548,Shellharbour,3520,1258,1719,67,1596,79,380
13549,Shellharbour City Centre,457,135,119,3,949,15,31
13550,Shelly Beach (NSW),1313,497,617,22,1646,38,147
13551,Sherwood (Clarence Valley - NSW),68,14,17,0,900,3,9
13552,Sherwood (Kempsey - NSW),145,46,63,0,1303,7,30
13553,Sherwood (Kyogle - NSW),36,8,15,0,749,0,4
13554,Shoal Bay (NSW),1815,597,634,35,1007,63,235
13555,Shoalhaven Heads,3248,1027,1216,42,1066,154,498
13556,Shooters Hill,29,10,18,0,2749,0,7
13557,Shortland,4537,1755,2245,141,1344,139,425
13558,Silent Grove,11,4,3,0,1249,0,0
13559,Silverdale (NSW),4543,1484,2491,54,2654,67,345
13560,Silverton (NSW),48,16,21,0,1375,4,8
13561,Silverwater (Lake Macquarie - NSW),274,89,113,12,1387,7,38
13562,Silverwater (Parramatta - NSW),3600,1274,1133,79,1875,10,162
13563,Simpkins Creek,28,11,15,0,1625,0,7
13564,Singleton (NSW),5185,1472,2517,134,1517,143,585
13565,Singleton Heights,4896,1350,2345,102,1925,122,492
13566,Singleton Military Area,581,299,405,0,1625,389,51
13567,Singletons Mill,3,0,0,0,725,0,0
13568,Six Mile Swamp,0,0,0,0,0,0,0
13569,Skennars Head,1303,563,676,30,1674,48,184
13570,Skillion Flat,93,18,41,0,1562,0,10
13571,Skinners Shoot,130,76,62,4,1874,4,24
13572,Sleepy Hollow,123,56,61,0,1375,7,16
13573,Smeaton Grange,16,3,7,0,899,0,0
13574,Smiggin Holes,19,7,13,0,0,0,10
13575,Smithfield (NSW),13160,4726,4054,361,1300,85,588
13576,Smiths Creek (Clarence Valley - NSW),20,6,6,0,450,0,0
13577,Smiths Creek (Kyogle - NSW),55,22,26,0,1333,0,17
13578,Smiths Creek (Tweed - NSW),345,148,159,15,1187,12,76
13579,Smiths Lake,1332,467,552,30,1210,46,161
13580,Smithtown,625,151,254,14,1178,13,43
13581,Snakes Plain,14,4,5,0,1875,0,0
13582,Snowball,3,0,0,0,1199,0,0
13583,Snowy Plain,0,3,3,0,1874,0,0
13584,Sodwalls,94,37,52,0,1937,0,10
13585,Sofala,111,34,30,8,668,6,26
13586,Soldiers Point,1564,632,648,33,1350,91,215
13587,Somersby,1087,428,581,16,2215,17,173
13588,Somerton (NSW),272,84,145,0,1455,8,42
13589,South Albury,1372,594,757,43,1147,36,155
13590,South Arm (Clarence Valley - NSW),196,65,89,3,1452,13,26
13591,South Arm (Nambucca Valley - NSW),311,73,102,14,900,0,51
13592,South Ballina,27,11,19,0,1124,0,3
13593,South Bathurst,1583,545,761,34,1222,37,177
13594,South Bowenfels,1326,473,574,7,1608,37,236
13595,South Coogee,5611,3042,2508,116,2105,156,652
13596,South Durras,319,169,154,0,1398,8,80
13597,South Golden Beach,887,442,455,15,1620,5,137
13598,South Grafton,6288,1386,2240,220,975,168,628
13599,South Granville,5829,2081,1461,170,1104,21,254
13600,South Gundagai,781,193,359,17,1279,20,93
13601,South Gundurimba,355,99,184,0,1381,13,41
13602,South Guyra,385,82,151,15,827,8,41
13603,South Hurstville,5221,2846,2360,140,1867,49,392
13604,South Kempsey,2604,562,928,96,1074,67,245
13605,South Lismore,1775,543,873,54,1252,36,196
13606,South Littleton,317,96,145,10,1317,7,52
13607,South Maitland,432,120,185,10,995,9,35
13608,South Maroota,613,231,322,5,2424,7,87
13609,South Murwillumbah,1064,322,483,40,1292,32,108
13610,South Nowra,3165,1083,1552,68,1789,251,269
13611,South Pambula,493,155,240,7,1608,16,68
13612,South Penrith,12005,4298,5840,251,1870,250,898
13613,South Tamworth,6621,1631,2696,223,1029,157,541
13614,South Turramurra,3208,1961,1660,74,3447,59,578
13615,South Wentworthville,6913,3193,2775,186,1793,61,387
13616,South West Rocks,5058,1413,1761,115,980,187,686
13617,South Windsor,5948,1800,2745,123,1466,141,446
13618,South Wolumla,180,58,89,3,1471,4,35
13619,Southampton (NSW),33,12,16,0,1999,0,0
13620,Southgate,198,63,102,6,1321,12,30
13621,Speers Point,3400,1359,1710,61,1766,109,368
13622,Speewa,115,35,72,0,1375,0,19
13623,Spencer,288,93,124,10,913,10,36
13624,Spicers Creek,55,28,34,0,1125,0,9
13625,Spicketts Creek,32,17,19,0,1375,4,6
13626,Splitters Creek,312,164,155,0,2968,3,76
13627,Spring Creek (NSW),131,49,66,0,2050,0,20
13628,Spring Farm (NSW),9868,4009,5447,165,2403,131,507
13629,Spring Flat,345,128,185,0,2974,5,51
13630,Spring Grove,532,138,255,6,1837,13,55
13631,Spring Hill (Orange - NSW),526,163,252,3,1971,14,84
13632,Spring Hill (Wollongong - NSW),92,34,47,7,1937,0,3
13633,Spring Mountain (NSW),20,10,11,0,1562,0,0
13634,Spring Plains,73,28,36,0,1666,0,24
13635,Spring Ridge,266,86,134,0,1312,3,50
13636,Spring Terrace,123,54,51,0,1812,0,23
13637,Springdale (NSW),126,28,63,0,1562,3,20
13638,Springdale Heights,2644,748,1186,72,1202,92,257
13639,Springfield (Central Coast - NSW),4310,1875,2276,103,2008,81,529
13640,Springfield (Snowy Monaro Regional - NSW),34,14,20,0,1749,0,14
13641,Springrange,498,254,273,7,2750,15,91
13642,Springside (NSW),303,144,166,4,2250,7,72
13643,Springvale (NSW),1851,753,1060,21,3185,44,326
13644,Springwood (NSW),8423,4088,3949,154,1778,255,1338
13645,St Albans (NSW),161,76,57,0,919,4,51
13646,St Andrews (NSW),5785,2241,2618,134,1837,78,389
13647,St Clair (Penrith - NSW),19942,7725,9917,438,2067,248,1208
13648,St Clair (Singleton - NSW),17,0,10,0,2125,0,0
13649,St Fillans,259,76,126,7,1775,10,37
13650,St George (NSW),0,0,0,0,0,0,0
13651,St Georges Basin,3215,892,1204,50,1113,195,361
13652,St Helens Park,6647,2525,3195,163,1850,91,415
13653,St Huberts Island,1080,413,448,6,1605,41,128
13654,St Ives (NSW),18384,11599,8734,377,2888,266,2716
13655,St Ives Chase,3283,2001,1553,66,3306,51,501
13656,St Johns Park,6302,2773,2191,161,1567,16,290
13657,St Leonards (NSW),7212,5534,4998,181,2475,106,674
13658,St Marys (NSW),13256,4897,5660,412,1437,149,761
13659,St Peters (NSW),3629,2519,2490,84,2924,51,406
13660,Stanborough,85,33,50,9,1531,0,13
13661,Stanbridge,204,34,75,0,1125,6,15
13662,Stanford Merthyr,575,123,257,11,1337,9,34
13663,Stanhope (NSW),162,49,82,4,2200,4,18
13664,Stanhope Gardens,9349,5192,4926,207,2868,91,855
13665,Stanmore (NSW),7619,5138,4804,196,2395,81,1024
13666,Stannifer,75,18,14,0,840,4,3
13667,Stannum,56,18,24,0,1312,4,16
13668,Stanwell Park,1532,829,789,30,2798,26,258
13669,Stanwell Tops,517,243,262,6,2663,8,88
13670,State Mine Gully,10,3,0,0,1374,0,0
13671,Steam Plains,0,3,3,0,0,0,3
13672,Steeple Flat,25,8,13,0,1312,0,7
13673,Stewarts Brook,24,12,11,0,1375,0,4
13674,Stewarts River,126,51,57,6,1406,3,20
13675,Stockinbingal,347,105,145,12,986,10,56
13676,Stockrington,92,30,48,0,1958,0,12
13677,Stockton (NSW),4046,1438,1893,109,1535,187,536
13678,Stockyard Creek (NSW),55,15,16,0,900,5,4
13679,Stokers Siding,692,270,308,11,1492,20,91
13680,Stonehenge (NSW),136,46,74,0,1406,5,35
13681,Stonequarry,34,12,15,0,2374,4,8
13682,Stony Chute,156,71,72,3,919,4,23
13683,Stony Creek (Bega Valley - NSW),151,50,85,0,1542,0,30
13684,Stony Creek (Mid-Western Regional - NSW),65,31,35,0,2249,0,19
13685,Stony Crossing,27,5,20,0,1624,0,6
13686,Stotts Creek,10,5,7,0,1749,0,0
13687,Stratford (NSW),161,34,62,9,979,0,10
13688,Strathcedar,88,27,42,0,1354,3,7
13689,Stratheden,220,55,110,0,1235,9,21
13690,Strathfield (NSW),25915,18078,14302,959,2262,155,2453
13691,Strathfield South,3636,2156,1841,103,2045,21,364
13692,Stroud,988,271,440,20,1310,35,158
13693,Stroud Hill,31,11,17,0,780,0,8
13694,Stroud Road,242,60,121,5,1483,0,34
13695,Stuart Town,241,55,87,3,909,6,32
13696,Stuarts Point,766,211,241,24,777,28,107
13697,Stubbo,270,70,111,0,1305,17,45
13698,Stud Park,54,25,29,0,1625,0,10
13699,Suffolk Park,4222,2331,2253,108,2020,68,625
13700,Sugarloaf (NSW),65,28,30,0,1375,0,17
13701,Summer Hill (Dungog - NSW),128,34,52,0,1906,0,25
13702,Summer Hill (Inner West - NSW),7288,4947,4513,195,2260,70,1012
13703,Summer Hill Creek,234,98,141,0,2562,3,43
13704,Summer Island,93,34,60,0,2100,0,14
13705,Summerland Point,2708,748,1136,68,1312,86,195
13706,Sun Valley (NSW),234,116,126,0,2374,15,47
13707,Sunny Corner,94,27,35,0,1281,0,16
13708,Sunset Strip (NSW),42,4,4,0,537,4,19
13709,Sunshine (NSW),475,153,211,13,1575,18,55
13710,Sunshine Bay,1439,472,549,24,1138,65,191
13711,Suntop,61,20,34,0,2250,0,12
13712,Surf Beach (NSW),1934,619,736,36,1099,69,257
13713,Surfside,1456,416,583,27,1168,50,157
13714,Surry Hills,15828,11914,10604,507,2308,216,2023
13715,Sussex Inlet,3888,928,1221,74,887,186,523
13716,Sutherland (NSW),11570,6270,6677,234,1949,254,1136
13717,Sutton (NSW),1556,765,851,16,3044,62,253
13718,Sutton Forest,504,219,252,4,2069,14,76
13719,Swan Bay (Port Stephens - NSW),310,85,136,8,1156,8,58
13720,Swan Bay (Richmond Valley - NSW),357,89,170,7,1833,0,28
13721,Swan Creek (NSW),106,24,47,0,900,0,21
13722,Swan Vale,35,13,18,0,1874,4,8
13723,Swanbrook,9,3,6,0,2124,0,4
13724,Swanhaven,196,46,55,5,809,7,20
13725,Swans Crossing,0,0,0,0,0,0,0
13726,Swansea (NSW),5044,1251,1932,119,1037,174,464
13727,Swansea Heads,609,241,298,8,2083,16,95
13728,Sweetmans Creek,44,17,22,0,1125,0,8
13729,Sydenham (NSW),1100,692,662,32,2245,9,115
13730,Sydney,16667,12982,10414,707,2227,213,1274
13731,Sydney Olympic Park,4848,3512,2972,201,1975,38,315
13732,Sylvania,10749,5093,4881,162,1961,229,1003
13733,Sylvania Waters,3200,1662,1596,51,2371,30,263
13734,Tabbil Creek,53,19,28,0,1718,0,8
13735,Tabbimoble,33,13,18,0,599,0,3
13736,Tabbita,76,26,52,0,2750,0,9
13737,Table Top,1516,619,847,19,2475,41,311
13738,Tabulam,508,115,148,23,701,14,105
13739,Tacoma,615,178,283,9,1679,11,57
13740,Tacoma South,257,97,126,3,1781,10,25
13741,Tahlee,28,13,9,0,966,0,11
13742,Tahmoor,5777,1686,2762,97,1739,95,440
13743,Talarm,242,72,112,0,1292,6,49
13744,Talawanta,19,9,8,0,949,0,4
13745,Talbingo,224,52,60,9,969,8,51
13746,Tallawang,165,44,81,4,1449,4,17
13747,Tallawong,6570,3551,3569,172,2759,46,397
13748,Tallimba,185,45,86,0,1202,3,37
13749,Tallong,914,294,408,12,1579,24,111
13750,Tallowal,0,0,0,0,0,0,0
13751,Tallowwood Ridge,25,10,8,0,387,4,6
13752,Tallwood,67,27,44,0,2036,3,16
13753,Tallwoods Village,993,402,394,14,1314,43,157
13754,Talmalmo,44,12,22,0,1375,0,16
13755,Talofa,103,61,65,0,3062,0,20
13756,Taloumbi,96,38,27,3,1292,4,10
13757,Tamarama,1478,1030,887,35,4522,12,249
13758,Tamban,94,35,44,5,949,8,8
13759,Tambar Springs,273,71,107,0,1013,3,40
13760,Tambaroora,30,7,9,7,687,5,4
13761,Taminda,57,16,26,0,1375,0,3
13762,Tamworth,189,52,60,0,697,0,15
13763,Tanglewood,104,53,68,8,1875,3,17
13764,Tanilba Bay,3237,846,1258,81,1131,206,315
13765,Tanja,174,94,81,4,1042,3,37
13766,Tannas Mount,47,18,23,0,1833,3,9
13767,Tantangara,0,0,0,0,0,0,0
13768,Tantawangalo,162,62,84,0,1333,6,25
13769,Tantonan,15,3,11,0,1375,0,5
13770,Tapitallee,625,285,311,9,2062,33,99
13771,Tara (NSW),47,18,27,0,1437,0,14
13772,Taradale (NSW),33,6,15,0,1312,0,12
13773,Tarago,510,191,270,15,2027,35,74
13774,Taralga,403,141,193,4,1166,12,92
13775,Tarana,187,70,102,0,1875,7,43
13776,Tarban,13,3,8,0,1149,3,9
13777,Tarbuck Bay,194,63,84,3,1021,5,22
13778,Tarcutta,425,108,216,8,1265,7,70
13779,Taree,16715,4253,6081,571,968,511,1637
13780,Taree South,326,89,122,9,1067,11,38
13781,Taren Point,1879,821,643,24,1463,51,211
13782,Tarlo,171,84,80,0,1562,7,26
13783,Tarraganda,346,135,182,0,1612,9,77
13784,Tarrawanna,2184,842,938,28,1449,47,247
13785,Tarriaro,102,36,62,0,2125,5,20
13786,Tarro,1703,403,769,50,1167,49,126
13787,Tascott,1675,813,863,51,1882,34,224
13788,Tatham,225,63,122,0,1575,0,43
13789,Tathra,1527,752,680,20,1221,59,437
13790,Tatton,2560,1105,1383,26,2337,115,385
13791,Taylors Arm,133,23,42,3,885,8,19
13792,Taylors Beach (NSW),130,45,62,0,1625,5,18
13793,Taylors Flat,58,24,20,0,966,3,7
13794,Tea Gardens,3288,1054,797,39,991,224,632
13795,Telarah,2318,597,1118,71,1311,53,176
13796,Telegraph Point,604,197,298,13,1514,15,89
13797,Telopea,5356,2991,2381,131,1465,47,463
13798,Temagog,268,70,112,12,1087,12,24
13799,Temora,4706,1271,2092,67,1165,129,880
13800,Tempe,3550,1987,1935,80,2452,35,328
13801,Ten Mile Hollow,6,6,0,0,0,0,6
13802,Tenambit,3088,887,1332,75,1251,101,270
13803,Tenandra,78,32,45,3,1875,0,18
13804,Tennyson (NSW),379,147,196,11,2133,12,40
13805,Tennyson Point,1247,694,630,28,3232,12,160
13806,Tenterden (NSW),41,8,19,0,1218,3,10
13807,Tenterfield,4067,1210,1599,89,933,150,759
13808,Teralba,2654,884,1324,55,2060,72,233
13809,Terania Creek,207,95,87,5,949,0,53
13810,Terara,305,74,103,4,825,10,36
13811,Teridgerie,27,6,15,0,1749,0,0
13812,Termeil,273,101,128,3,1390,10,32
13813,Terrabella,14,6,13,0,3250,0,0
13814,Terrace Creek,40,14,20,5,824,0,4
13815,Terragon,98,37,42,0,2062,0,11
13816,Terramungamine,315,96,161,0,2172,8,40
13817,Terranora,3365,1408,1742,69,2120,101,364
13818,Terreel,3,0,0,0,450,0,0
13819,Terrey Hills,3142,1610,1536,34,2778,70,517
13820,Terrigal,12730,6072,6268,202,2056,254,1588
13821,Terry Hie Hie,76,19,31,0,1749,0,12
13822,Teven,306,119,175,11,1825,12,59
13823,Tewinga,74,31,33,0,933,6,13
13824,Texas (NSW),23,12,12,0,1062,0,14
13825,Thalgarrah,166,70,90,0,1395,0,28
13826,Tharbogang,452,139,234,0,1912,6,45
13827,The Angle,86,52,51,5,1875,0,25
13828,The Basin (NSW),0,0,0,0,0,0,0
13829,The Bight,60,21,27,0,1062,0,22
13830,The Branch,130,39,69,5,1187,4,19
13831,The Brothers,30,9,18,0,2250,0,7
13832,The Channon,325,150,161,4,1300,9,69
13833,The Devils Wilderness,0,0,0,0,0,0,0
13834,The Entrance,4244,1374,1630,148,971,117,328
13835,The Entrance North,1619,513,698,54,1331,32,152
13836,The Freshwater,5,3,4,0,1749,0,0
13837,The Gap (Richmond Valley - NSW),0,0,0,0,0,0,0
13838,The Gap (Wagga Wagga - NSW),76,31,41,3,2125,0,20
13839,The Glen (NSW),5,0,5,0,1375,0,0
13840,The Gulf,0,0,0,0,0,0,0
13841,The Hatch,44,9,18,0,1375,0,5
13842,The Hill,2076,1466,1405,57,1849,72,383
13843,The Junction,994,578,559,20,1916,33,151
13844,The Lagoon,268,84,149,0,2303,3,30
13845,The Marra,76,35,50,0,2083,0,17
13846,The Meadows,22,15,15,0,1899,0,0
13847,The Oaks,2982,996,1562,41,2265,74,314
13848,The Pilliga,0,0,0,0,0,0,0
13849,The Pinnacles,87,27,32,0,1437,0,4
13850,The Pocket,231,105,105,0,1812,0,35
13851,The Ponds,16315,8823,8180,345,3285,146,1157
13852,The Ridgeway,162,96,80,4,2791,11,33
13853,The Risk,31,7,19,0,1812,0,9
13854,The Rock,1347,373,557,18,1358,51,209
13855,The Rocks (Bathurst Regional - NSW),70,26,35,0,3333,3,9
13856,The Rocks (Sydney - NSW),629,489,412,13,4374,17,94
13857,The Sandon,0,0,0,0,649,0,0
13858,The Slopes,327,133,193,7,2272,9,42
13859,The Whiteman,158,53,80,3,1770,11,17
13860,Theresa Creek (NSW),72,16,38,0,833,4,10
13861,Theresa Park,600,201,280,3,2522,11,65
13862,Thirldene,34,6,11,0,1625,0,3
13863,Thirlmere,4986,1499,2366,79,1708,116,458
13864,Thirroul,6348,3156,3188,110,2281,133,924
13865,Thora,311,117,145,6,1271,8,69
13866,Thornleigh,8898,5313,4715,199,2681,131,1358
13867,Thornton (NSW),10690,3797,5957,240,2051,562,827
13868,Thredbo,405,203,224,6,1666,3,55
13869,Thrumster,2382,927,1231,48,1988,72,219
13870,Thuddungra,137,35,73,0,1525,0,27
13871,Thule,25,18,21,0,1416,3,7
13872,Thumb Creek,36,7,4,0,725,0,0
13873,Thurgoona,11028,4423,5820,202,1953,340,1353
13874,Thyra,17,8,12,0,1625,0,3
13875,Tianjara,7,0,3,0,1749,0,0
13876,Tibbuc,41,20,17,0,949,0,7
13877,Tibooburra,95,34,56,0,1833,3,28
13878,Tichborne,92,35,50,0,1542,3,14
13879,Tichular,0,0,0,0,75,0,0
13880,Tighes Hill,1801,980,1080,56,2084,44,256
13881,Tilba Tilba,102,36,55,5,1125,0,16
13882,Tilbuster,49,23,28,0,2562,0,11
13883,Tilligerry Creek,0,0,0,0,0,0,0
13884,Tilpa,46,16,23,0,1187,0,3
13885,Timbarra (NSW),36,12,20,0,1833,4,12
13886,Timbillica,12,0,9,0,900,0,3
13887,Timbumburi,122,46,73,0,2291,4,17
13888,Timor (NSW),55,23,27,0,1531,0,8
13889,Tindarey,35,10,16,0,2250,0,6
13890,Tinderry,59,28,26,0,1916,0,18
13891,Tingha,774,120,262,26,897,11,78
13892,Tingira Heights,2043,721,1101,55,1947,52,196
13893,Tinonee,1202,354,536,23,1294,29,195
13894,Tinpot,4,3,6,0,900,0,3
13895,Tintenbar,618,289,308,7,1896,12,112
13896,Tintinhull,433,130,210,3,1787,12,58
13897,Tiona,10,3,4,0,874,0,0
13898,Tipperary (NSW),34,5,18,0,849,3,8
13899,Tiri,3,3,3,0,575,0,0
13900,Tirrannaville,235,79,140,4,2023,9,39
13901,Titaatee Creek,23,11,16,4,1437,3,6
13902,Tocal,47,22,7,0,1125,0,19
13903,Tocumwal,2862,723,1019,30,1067,114,519
13904,Tolbar,0,0,0,0,0,0,0
13905,Tolland,3459,927,1450,104,1207,82,292
13906,Tolwong,0,0,0,0,0,0,0
13907,Tomago,269,38,83,9,788,10,7
13908,Tomakin,1233,449,470,16,1260,63,171
13909,Tomalla,6,5,6,0,1125,0,0
13910,Tombong,0,0,0,0,450,0,0
13911,Tomboye,36,10,14,0,833,0,5
13912,Tomerong,1194,398,584,11,1868,63,143
13913,Tomewin,98,36,44,0,1687,0,6
13914,Tomingley,342,95,156,3,1375,10,47
13915,Tomki,69,20,35,0,1208,3,12
13916,Toms Creek,33,4,9,5,700,0,8
13917,Tonderburine,112,38,72,0,1875,3,31
13918,Tongarra,141,56,97,3,3041,0,23
13919,Toogong,71,19,27,0,900,0,14
13920,Tooleybuc,336,88,170,4,1452,5,45
13921,Toolijooa,103,52,56,4,2250,0,24
13922,Tooloom,14,3,5,0,949,0,4
13923,Tooloon,34,23,33,0,2250,0,5
13924,Tooma,66,28,46,0,2125,0,15
13925,Toongabbie (NSW),16177,8478,7814,489,2106,130,1348
13926,Toongi,62,22,34,0,1874,0,8
13927,Toonumbar,30,14,13,0,725,0,6
13928,Tooranie,12,10,7,0,1624,0,0
13929,Tooraweenah,253,65,129,7,1078,3,57
13930,Toormina,6171,1769,2478,166,1059,178,651
13931,Toorooka,47,11,14,0,762,3,9
13932,Toothdale,210,76,105,5,1978,10,42
13933,Tootool,51,18,28,0,2125,6,18
13934,Toowoon Bay,543,197,218,0,1168,16,74
13935,Topi Topi,53,27,28,0,2250,0,13
13936,Toronto,5973,1877,2254,175,1170,200,589
13937,Torrington (NSW),77,13,12,5,612,3,11
13938,Torryburn (Dungog - NSW),131,47,66,0,1875,4,22
13939,Torryburn (Uralla - NSW),41,11,20,0,2124,0,7
13940,Totnes Valley,29,9,15,0,1062,0,10
13941,Tottenham (NSW),451,117,197,3,937,12,102
13942,Touga,0,0,0,0,0,0,0
13943,Toukley,4557,1295,1738,132,1044,138,364
13944,Towallum,0,0,0,0,0,0,0
13945,Towamba,249,63,79,5,808,12,40
13946,Townsend,991,259,383,11,1044,30,122
13947,Towradgi,3241,1327,1562,48,1572,52,393
13948,Towrang,161,45,74,0,1562,7,20
13949,Tralee,0,0,0,0,900,0,0
13950,Trangie,1073,305,455,16,1220,30,186
13951,Tregeagle,428,187,229,3,1955,15,80
13952,Tregear,3700,881,1107,134,1103,36,166
13953,Trenayr,71,19,38,6,1062,0,12
13954,Trentham Cliffs,85,36,50,0,1625,0,23
13955,Trewilga,24,7,13,0,1374,0,3
13956,Triamble,12,3,11,0,574,0,8
13957,Triangle Flat,62,14,35,0,1375,5,4
13958,Trundle,568,160,243,11,1114,19,138
13959,Trungley Hall,80,21,39,0,2050,3,17
13960,Trunkey Creek,118,23,43,0,1087,4,17
13961,Tubbamurra,19,3,10,0,962,0,0
13962,Tubbul,63,19,36,0,1166,0,16
13963,Tucabia,354,95,154,12,1045,19,51
13964,Tucki Tucki,128,37,61,4,1375,3,25
13965,Tuckombil,285,122,146,0,2027,8,44
13966,Tuckurimba,112,37,54,0,1687,3,24
13967,Tuena,81,23,23,3,574,4,15
13968,Tuggerah,925,407,501,19,1569,21,89
13969,Tuggerawong,1285,406,598,34,1477,35,113
13970,Tugrabakh,81,31,29,0,1270,0,20
13971,Tullakool,68,24,48,0,1833,0,19
13972,Tullamore,369,92,155,6,931,4,73
